co2_ch4_n2o_scope_1_3,carbon_intensity,board_diversity,corruption_cases,governance_compliance_score,total_energy_consumption,renewable_energy_share,turnover_rate,injury_frequency_rate,green_financing
85.98,37.44,48.75,10.0,57.19,75.12,12.79,42.25,82.72,71.92
48.99,55.02,21.78,19.0,87.47,66.95,8.85,68.69,4.14,23.67
74.81,51.71,29.04,11.0,7.12,55.63,19.91,37.27,6.95,24.25
1.48,48.62,77.78,2.0,6.39,67.01,95.53,78.52,23.38,1.25
41.89,56.4,75.07,20.0,46.32,72.04,37.81,35.95,54.32,40.79
52.36,29.42,42.12,11.0,55.33,67.52,76.72,31.0,22.98,5.18
33.42,62.99,7.29,5.0,26.09,7.38,84.69,8.63,25.84,74.75
88.91,45.52,47.21,8.0,11.83,1.64,44.47,69.93,64.88,62.37
17.67,84.43,7.19,44.0,68.35,8.41,10.61,56.24,3.29,60.76
4.07,73.51,36.74,20.0,75.83,64.91,66.06,26.39,99.2,94.91
18.56,44.51,2.53,5.0,37.11,74.16,44.23,15.22,78.99,77.88
72.62,53.41,84.67,43.0,16.71,52.6,76.16,28.59,48.86,34.77
15.55,38.34,45.64,45.0,57.32,58.21,51.93,50.44,91.76,9.79
50.97,73.26,35.7,11.0,66.76,56.92,71.97,93.12,13.24,46.45
66.33,53.73,82.41,12.0,36.42,54.64,92.99,6.35,73.18,50.19
56.4,55.02,12.44,36.0,74.06,4.21,61.14,45.38,90.22,49.74
89.66,9.22,86.83,40.0,70.27,61.51,7.86,27.13,5.3,22.66
1.26,69.94,78.07,39.0,70.6,60.37,42.75,51.38,59.16,26.26
64.3,3.95,23.73,7.0,40.53,74.68,76.03,98.14,32.08,90.32
79.28,34.09,25.15,15.0,18.41,38.23,83.42,64.18,83.94,25.47
32.27,52.03,19.94,0.0,35.84,32.5,88.83,49.62,95.29,67.14
0.16,68.01,85.54,27.0,90.97,12.13,56.98,37.35,91.46,60.13
19.05,96.38,44.95,43.0,55.83,84.02,35.1,55.47,47.29,46.24
55.7,94.91,71.35,30.0,6.09,83.85,67.63,96.17,39.53,52.9
64.38,17.37,42.86,0.0,7.45,99.72,18.33,92.66,61.84,89.21
60.19,45.68,56.46,6.0,65.16,38.5,27.55,18.36,43.91,84.97
64.17,74.65,65.48,13.0,69.66,36.87,81.09,11.86,4.28,25.6
8.73,18.65,96.03,0.0,65.54,60.17,66.91,66.98,95.58,9.6
52.19,24.02,2.69,26.0,20.47,31.58,58.09,44.34,85.35,88.29
5.38,49.56,8.85,23.0,82.83,16.83,48.69,55.19,25.59,27.24
81.32,98.12,65.85,5.0,67.39,58.06,0.88,30.2,1.43,69.29
45.6,98.92,69.43,44.0,79.81,10.47,76.48,75.48,60.75,1.47
16.78,75.02,88.18,7.0,64.34,98.86,76.08,40.7,36.18,22.55
36.86,64.12,55.82,37.0,2.68,28.58,46.36,66.21,10.09,70.05
57.14,23.79,13.34,1.0,50.54,82.11,19.45,34.78,68.59,62.11
40.2,92.44,58.99,48.0,74.89,25.38,97.11,87.78,61.9,51.81
18.62,61.41,14.63,14.0,48.96,51.52,49.47,40.71,37.28,13.5
35.81,24.55,46.04,15.0,93.41,79.55,56.67,45.38,81.01,50.64
92.47,67.84,71.68,40.0,92.27,54.24,36.67,70.8,57.22,58.88
41.08,45.41,56.03,11.0,83.73,93.59,97.73,85.93,91.93,84.72
62.15,84.98,97.63,43.0,1.57,3.69,16.2,89.58,0.89,20.1
90.3,2.4,50.55,46.0,57.55,11.61,27.57,76.91,96.43,25.67
83.94,90.58,24.54,41.0,23.15,50.43,52.19,91.39,69.52,41.34
46.13,86.75,76.74,36.0,12.64,2.92,41.72,82.13,65.27,96.44
79.42,7.37,37.47,27.0,30.11,43.12,67.5,66.67,58.67,18.19
94.7,43.09,77.54,38.0,37.92,24.94,0.23,43.28,31.92,50.85
67.03,84.89,30.43,18.0,83.0,36.27,13.86,72.35,87.41,31.32
71.03,94.05,57.36,30.0,45.64,28.37,84.68,13.23,10.27,60.84
4.86,70.75,73.2,20.0,33.39,75.56,13.12,55.47,41.96,61.24
27.64,36.04,56.49,21.0,66.5,10.59,70.79,7.98,77.0,31.03
24.96,71.97,33.61,21.0,62.34,49.29,26.42,74.05,80.69,99.41
46.02,4.31,97.23,34.0,72.54,47.46,4.49,13.27,24.38,22.06
66.6,62.98,72.53,41.0,21.04,39.11,51.49,29.99,76.25,28.19
39.46,31.83,65.82,28.0,50.56,83.37,11.24,95.16,90.89,90.08
56.08,76.54,72.85,26.0,76.28,7.15,23.41,60.69,21.65,0.46
73.25,11.12,71.12,48.0,30.8,76.23,88.39,12.85,68.57,57.2
64.76,4.68,52.8,33.0,4.05,10.45,38.66,32.97,9.1,80.01
17.44,34.54,24.29,11.0,8.76,2.3,55.87,23.28,0.44,22.58
39.42,45.59,74.03,6.0,27.04,9.7,69.3,51.35,33.96,68.17
70.02,30.09,3.95,0.0,57.73,69.14,38.06,80.7,31.56,99.78
53.72,33.4,21.34,6.0,21.82,59.01,80.52,60.47,32.53,55.38
61.03,52.64,60.49,44.0,82.01,91.59,79.04,55.21,69.52,91.69
0.54,70.83,10.6,17.0,47.14,28.05,45.0,83.17,30.67,52.6
55.64,22.32,91.4,34.0,28.95,42.66,69.12,91.88,73.01,70.8
9.41,64.36,86.23,38.0,86.48,49.32,52.33,35.77,84.29,3.37
98.19,60.69,71.31,29.0,14.71,14.66,6.55,86.87,81.35,89.44
53.71,57.08,17.23,48.0,84.52,72.33,22.4,9.34,77.15,71.46
42.11,96.05,9.33,34.0,7.01,80.8,27.9,67.46,2.39,34.8
57.6,93.32,38.63,31.0,99.92,35.27,73.8,11.85,11.88,29.44
53.58,29.33,6.92,10.0,62.84,44.24,46.56,68.47,17.62,61.25
43.89,78.99,62.25,40.0,16.81,30.4,18.26,94.12,78.58,32.51
80.72,27.84,66.35,46.0,36.34,99.15,84.89,79.76,96.85,5.92
11.67,96.33,47.64,47.0,24.95,80.45,73.49,65.13,67.67,48.69
90.71,8.55,17.24,15.0,67.21,28.03,2.17,65.82,2.49,67.85
76.5,30.88,75.92,23.0,87.31,95.63,47.68,17.42,46.03,16.98
78.38,78.23,80.31,49.0,45.16,86.95,3.43,26.82,91.62,55.2
86.3,34.57,18.62,24.0,88.16,54.21,23.81,96.21,96.24,56.99
86.36,68.24,50.42,26.0,58.94,81.97,13.57,62.92,19.98,44.95
8.85,45.45,81.95,23.0,18.11,78.91,90.82,4.37,99.48,21.64
18.86,79.36,48.67,2.0,25.8,65.84,50.42,76.92,60.34,58.97
52.33,34.7,16.7,27.0,52.36,6.57,30.16,68.33,63.88,90.45
22.09,76.61,42.32,45.0,35.9,31.76,90.73,44.96,40.57,62.55
13.79,80.4,59.59,24.0,11.09,46.41,42.44,15.13,54.8,34.4
57.32,64.79,66.01,19.0,75.43,79.86,17.73,19.64,21.63,8.85
93.92,81.04,43.22,46.0,9.77,28.74,82.89,13.51,18.61,60.81
69.27,87.42,73.86,38.0,10.7,51.95,92.91,74.76,46.86,92.47
53.89,78.71,34.54,42.0,0.14,3.02,71.56,70.56,88.71,26.4
95.52,57.82,86.11,31.0,95.39,74.46,4.56,51.33,78.86,15.36
6.47,58.68,11.6,9.0,25.96,24.54,25.5,74.5,50.4,21.98
72.24,35.1,95.99,26.0,68.43,74.48,27.63,50.08,11.62,83.06
84.09,6.2,13.38,13.0,54.28,73.77,80.55,59.64,43.81,70.61
49.76,89.45,37.74,1.0,11.63,51.41,6.79,71.66,46.58,73.85
59.46,81.06,54.98,23.0,34.46,71.52,70.82,44.61,23.81,80.56
45.69,13.88,54.76,21.0,35.97,13.67,7.06,21.66,29.27,78.95
58.61,90.71,57.38,8.0,24.31,17.52,19.79,15.3,86.6,39.33
18.59,97.14,96.4,10.0,44.95,37.98,96.84,52.76,67.73,63.34
65.58,77.84,42.76,4.0,46.75,97.36,55.56,15.03,73.41,18.91
8.11,87.55,24.9,42.0,59.35,26.35,39.88,88.75,34.68,48.73
82.24,53.74,16.72,13.0,89.96,67.67,68.66,66.97,46.55,75.47
73.06,50.73,29.89,2.0,75.33,50.26,97.96,2.17,65.31,62.92
51.93,95.22,61.39,0.0,52.34,7.4,62.55,54.87,65.52,36.54
16.1,94.03,36.63,26.0,92.64,57.08,83.52,50.8,23.06,5.76
51.84,51.52,24.33,10.0,42.55,73.18,40.31,71.53,73.16,5.65
4.49,10.49,85.1,46.0,53.62,76.18,65.51,52.17,42.92,74.3
18.17,48.08,76.69,36.0,52.84,61.19,29.32,52.08,6.41,56.72
94.84,60.92,17.35,25.0,73.54,86.72,19.92,19.6,5.36,46.56
20.64,98.94,93.63,13.0,70.21,82.15,57.44,17.69,54.27,67.78
32.85,24.47,88.53,29.0,41.03,67.79,83.07,66.41,29.04,76.53
3.85,38.07,27.67,30.0,46.12,8.48,96.3,60.57,59.68,68.53
98.78,27.11,15.81,7.0,83.62,87.11,29.76,95.4,43.92,10.46
72.5,46.59,12.02,15.0,39.42,40.95,93.75,85.17,44.43,76.78
51.24,64.03,16.61,15.0,70.46,72.42,2.88,40.11,20.22,53.98
45.29,13.0,60.46,2.0,85.08,94.63,50.76,81.03,98.16,36.9
84.92,59.04,38.42,21.0,68.22,66.48,49.32,26.38,97.74,31.6
52.58,12.07,77.23,37.0,49.93,83.15,75.28,28.53,46.35,10.83
25.22,10.67,52.88,40.0,72.7,78.84,32.63,8.54,82.21,22.77
27.15,23.64,98.04,26.0,93.85,70.13,79.39,91.12,34.42,92.28
49.97,1.79,24.91,38.0,78.78,88.9,65.98,17.26,25.33,21.68
25.0,37.93,42.94,0.0,15.61,18.02,18.14,21.16,41.05,41.98
8.93,84.15,15.3,42.0,17.99,75.26,78.23,54.22,35.57,71.05
3.94,52.35,9.66,43.0,12.12,70.91,10.55,41.78,33.78,43.36
7.43,10.85,10.83,48.0,33.32,57.43,86.48,57.96,24.88,5.5
49.74,86.62,40.97,24.0,0.32,81.05,68.07,10.46,5.14,32.5
1.66,30.47,77.23,9.0,14.7,73.07,52.52,84.57,10.3,88.36
89.06,79.4,95.51,41.0,40.18,88.19,6.23,30.65,51.76,76.94
20.09,37.68,49.07,0.0,23.9,2.41,11.69,93.1,49.78,79.71
70.98,36.47,82.46,49.0,32.71,22.93,37.54,44.41,84.1,14.11
32.88,24.79,20.16,26.0,39.29,7.45,83.34,96.48,70.94,86.52
33.39,32.51,93.44,31.0,46.72,45.89,10.9,7.06,66.31,22.87
84.58,53.48,2.89,0.0,75.24,7.75,52.37,37.5,93.92,66.18
89.1,78.9,25.92,9.0,44.79,36.36,2.86,3.35,0.77,39.39
9.84,96.71,31.49,0.0,79.89,21.09,36.39,89.93,1.41,71.22
98.26,20.63,78.51,8.0,50.63,22.11,25.34,21.55,20.66,44.72
18.31,44.99,44.86,33.0,39.41,59.91,28.34,27.34,50.87,71.6
15.76,38.72,5.6,31.0,35.31,72.48,23.73,77.49,53.59,78.67
39.16,92.37,92.92,34.0,72.18,6.03,59.47,87.07,82.84,36.11
61.4,43.95,53.13,2.0,72.39,75.73,17.49,27.96,2.15,0.96
56.79,74.06,24.18,41.0,50.17,82.12,47.95,49.67,31.68,72.76
38.3,44.85,5.4,44.0,59.64,82.65,11.9,52.39,79.84,52.68
94.18,29.04,53.71,17.0,72.98,26.2,81.97,30.91,11.51,94.73
1.79,35.41,95.63,29.0,24.27,78.64,70.32,61.45,0.11,58.21
20.39,95.5,49.77,8.0,46.61,66.37,45.53,87.81,16.15,80.9
20.07,32.02,62.86,18.0,34.98,36.11,86.61,9.53,25.1,90.77
22.49,4.84,19.41,26.0,86.19,79.78,70.35,51.89,98.01,52.56
6.7,54.86,13.72,32.0,58.46,52.38,78.93,77.32,35.04,32.69
46.84,1.35,81.41,45.0,89.48,10.9,38.99,4.95,59.04,97.15
59.08,78.84,50.55,31.0,21.59,22.95,86.59,68.03,4.62,11.13
74.63,65.84,11.01,23.0,60.25,48.92,62.06,26.15,31.86,86.97
62.32,27.88,27.92,2.0,47.88,79.23,91.77,34.26,83.68,5.55
32.58,41.01,98.49,22.0,78.74,84.33,63.85,45.09,54.75,87.13
13.81,8.96,28.59,32.0,0.44,20.91,42.32,34.72,31.45,63.54
48.52,83.95,87.79,13.0,92.42,97.24,30.27,77.86,15.27,34.14
92.35,40.38,84.56,33.0,24.24,95.8,6.1,10.77,27.71,42.45
65.63,83.5,53.04,15.0,28.73,59.34,53.55,7.21,34.21,79.23
73.64,81.01,97.82,15.0,90.93,27.58,98.3,17.16,18.22,50.73
22.37,79.68,51.11,31.0,47.98,11.59,91.95,56.67,69.56,64.36
81.16,44.73,25.05,35.0,59.32,85.27,61.79,61.27,94.77,45.15
89.1,97.58,24.9,47.0,69.59,73.93,92.77,49.13,94.0,43.76
70.47,6.77,69.73,12.0,71.76,87.12,53.33,77.43,39.05,71.36
16.91,40.92,98.65,6.0,40.65,76.37,31.55,60.27,82.87,92.43
61.15,68.39,22.07,21.0,76.4,41.34,94.93,91.31,72.71,26.53
81.63,10.34,56.96,11.0,10.4,5.56,16.69,50.63,32.27,85.44
57.08,12.64,91.94,43.0,41.27,74.33,60.78,16.47,82.51,20.68
83.8,48.01,5.06,26.0,31.71,59.52,2.08,76.21,62.07,20.63
10.69,53.18,24.65,15.0,91.34,68.69,62.06,97.47,79.74,8.23
92.96,19.97,3.69,13.0,90.39,40.69,27.73,65.83,81.09,36.15
30.4,48.68,41.87,48.0,74.5,95.14,37.16,65.3,2.12,1.42
42.83,44.94,88.13,20.0,29.32,59.83,32.68,14.0,78.2,61.07
94.38,4.76,81.33,40.0,51.79,21.68,33.61,95.6,55.43,86.92
39.4,25.71,6.72,31.0,18.23,51.67,81.37,43.56,73.73,56.02
90.39,49.9,34.53,14.0,55.7,47.54,28.8,78.1,85.25,76.32
41.63,36.97,60.47,12.0,95.17,89.49,76.93,79.95,4.44,94.34
87.21,9.28,9.92,1.0,90.09,11.67,80.98,52.71,2.8,40.08
85.15,98.24,96.31,42.0,91.86,73.66,44.55,65.76,96.2,0.32
28.79,19.04,69.8,2.0,67.74,94.45,90.22,33.59,35.79,84.82
32.64,57.54,26.4,1.0,41.65,11.71,14.16,0.21,65.62,20.19
9.5,83.97,39.03,40.0,62.02,70.68,41.56,90.64,16.25,70.46
78.01,96.29,84.96,19.0,88.65,96.39,98.91,71.66,63.58,64.85
44.69,80.43,26.07,15.0,5.83,53.16,61.08,38.74,88.55,75.04
1.08,38.96,97.33,27.0,30.83,76.06,28.74,34.64,6.69,29.81
38.5,56.59,29.68,19.0,26.62,27.61,83.97,59.47,64.2,22.28
86.86,77.94,14.79,46.0,28.52,82.74,47.69,54.58,84.16,92.16
67.91,14.81,4.66,14.0,78.34,49.82,89.62,30.02,4.31,45.76
14.17,72.25,67.64,6.0,13.06,59.0,23.43,47.86,77.36,37.8
6.79,62.54,72.69,0.0,60.44,70.86,82.44,82.69,17.58,89.94
63.56,85.7,53.92,7.0,41.47,36.6,1.37,46.49,1.79,13.38
0.18,12.58,70.25,3.0,33.97,65.88,63.09,62.67,61.08,51.85
39.08,1.86,20.2,2.0,60.13,26.21,43.62,11.27,29.43,98.84
82.54,15.33,39.58,35.0,57.74,2.56,72.72,56.04,11.03,64.52
99.13,94.99,15.17,0.0,67.93,82.45,97.27,27.72,51.31,52.28
32.81,88.23,12.71,20.0,39.73,36.32,79.21,43.5,16.88,18.67
77.62,98.57,6.23,14.0,1.49,43.35,41.95,92.17,24.85,27.29
94.21,95.25,26.46,18.0,93.05,36.24,1.28,54.23,4.43,98.84
76.24,37.81,99.04,3.0,22.54,49.54,52.15,4.85,36.54,53.51
22.05,40.51,98.82,10.0,73.85,88.2,7.75,38.07,38.4,43.61
32.41,84.69,75.76,17.0,19.22,22.25,13.54,97.95,12.67,5.54
38.68,49.85,86.04,38.0,49.78,93.1,94.1,62.96,21.9,69.4
37.73,99.37,60.96,48.0,14.07,39.24,71.44,43.47,69.23,61.57
11.62,44.71,80.92,11.0,98.63,99.89,27.59,66.33,43.82,5.43
6.45,42.92,71.49,36.0,65.54,17.29,6.33,33.14,56.65,62.94
31.42,13.3,94.29,33.0,70.5,70.18,89.63,99.96,55.04,3.87
81.95,92.91,56.02,23.0,71.37,88.95,71.49,45.92,84.71,5.38
45.79,81.45,90.96,39.0,54.81,1.43,75.23,93.84,19.26,1.42
78.6,77.35,73.09,4.0,27.99,96.92,98.14,56.45,1.68,43.56
11.45,43.71,49.99,43.0,63.09,66.37,37.05,17.48,39.85,92.04
53.39,75.47,50.82,30.0,11.33,71.12,87.05,24.91,24.49,3.15
30.13,16.01,38.88,35.0,28.57,89.19,22.15,34.5,32.37,88.3
43.16,47.1,23.77,43.0,19.23,46.64,52.18,85.22,9.45,79.41
37.44,27.49,15.57,25.0,74.24,50.55,53.04,42.84,61.51,40.76
87.21,33.28,70.35,45.0,13.74,43.94,8.08,56.87,75.52,71.16
7.37,97.33,71.81,35.0,39.52,46.44,88.03,53.27,66.54,53.6
26.32,44.89,73.14,19.0,12.7,75.21,5.5,7.58,13.15,84.96
41.82,96.39,3.0,3.0,35.26,58.45,29.62,10.14,81.75,57.16
33.41,57.86,67.91,34.0,17.02,62.36,38.68,96.22,23.74,0.18
89.78,87.95,64.22,0.0,66.95,85.1,44.09,33.33,49.27,12.26
63.1,7.4,3.05,43.0,43.99,18.2,70.84,29.21,12.4,98.35
56.27,44.76,26.3,1.0,83.55,12.79,26.96,13.01,86.26,22.47
67.44,92.45,79.85,28.0,13.25,40.12,35.35,3.33,17.13,69.03
32.44,22.74,3.64,29.0,6.36,91.88,83.75,24.46,91.42,46.79
16.48,13.33,98.4,5.0,91.76,99.94,65.91,18.07,62.8,83.65
85.67,52.55,80.31,49.0,93.27,24.11,99.12,44.38,12.87,43.62
77.2,51.1,22.36,12.0,61.73,81.45,86.88,48.15,94.69,1.39
52.15,14.25,24.19,14.0,19.38,72.81,40.31,7.57,73.08,13.55
95.83,17.26,9.93,16.0,70.01,13.83,46.6,31.93,12.67,69.2
54.58,82.09,74.06,2.0,81.87,75.66,20.47,21.44,25.32,58.18
34.48,43.86,20.17,45.0,57.85,28.69,66.34,56.84,26.37,7.64
51.07,74.95,63.61,15.0,19.56,59.44,0.1,62.84,45.66,90.59
28.28,4.89,17.22,48.0,22.53,52.89,9.46,78.6,5.49,98.38
97.21,59.02,63.79,6.0,93.73,85.72,87.36,73.13,63.22,80.5
37.78,20.01,28.86,25.0,45.3,85.79,92.93,26.87,64.07,93.13
38.43,47.68,37.01,17.0,70.69,99.82,32.16,78.42,72.1,87.01
65.4,66.85,77.61,32.0,19.22,89.33,85.22,90.6,63.1,79.02
23.24,99.14,88.94,1.0,40.73,86.31,93.56,56.01,77.08,61.37
81.44,60.51,54.96,49.0,34.09,36.35,22.41,76.08,6.23,69.94
52.06,52.91,51.57,4.0,72.51,53.44,65.52,55.76,82.03,76.05
60.06,20.12,11.2,9.0,89.22,27.99,64.21,7.02,75.58,76.27
54.32,79.57,49.87,36.0,56.74,82.75,60.04,69.39,90.2,82.39
4.44,96.66,36.54,20.0,2.91,76.96,85.8,43.32,35.02,41.18
31.78,55.92,72.6,19.0,67.06,91.67,4.73,96.91,60.89,97.69
5.32,10.9,74.12,24.0,37.5,91.88,25.04,20.31,2.73,93.1
44.9,18.71,71.15,28.0,37.41,92.07,88.89,62.98,92.04,39.69
46.19,68.46,92.65,30.0,51.38,30.39,73.09,47.48,48.13,20.74
7.7,26.31,79.11,10.0,38.95,58.55,50.91,76.28,82.88,84.01
71.72,39.14,88.16,33.0,16.57,23.36,54.15,33.89,64.63,34.26
20.28,79.23,81.25,2.0,10.24,89.5,32.71,66.22,86.41,55.92
47.52,4.03,88.18,39.0,21.64,27.07,77.19,2.36,25.55,50.2
39.16,10.09,32.25,8.0,43.29,52.28,21.8,73.75,45.24,20.97
63.19,82.39,67.01,23.0,63.39,25.9,69.78,47.2,17.57,51.77
73.06,78.01,33.91,1.0,42.78,32.88,1.61,9.29,67.31,15.41
69.93,69.84,85.28,0.0,11.55,43.52,73.51,42.36,28.56,80.08
32.79,19.97,54.71,41.0,61.1,72.87,65.11,77.25,82.85,91.2
4.7,6.61,2.43,36.0,16.57,92.4,35.64,17.91,54.46,98.06
97.05,91.75,46.99,9.0,53.63,90.72,44.38,24.82,16.84,4.04
2.24,31.56,46.08,22.0,7.98,84.13,18.62,30.29,36.38,29.94
86.24,80.39,28.15,48.0,85.5,95.73,21.08,66.97,91.6,90.73
9.16,95.19,60.33,45.0,59.17,8.84,39.02,41.96,70.47,14.01
71.13,12.01,41.04,34.0,25.47,12.1,83.44,30.29,34.17,95.12
12.37,76.44,80.2,46.0,19.93,17.97,20.93,39.89,95.58,59.47
95.05,15.41,87.12,4.0,12.22,8.75,53.07,49.84,96.28,4.46
2.27,45.93,3.05,36.0,40.54,50.03,62.4,33.17,4.1,17.79
39.49,46.22,83.42,49.0,86.2,0.19,41.43,59.45,96.36,88.02
71.06,75.4,57.86,48.0,71.47,26.36,42.52,43.85,37.14,99.25
52.42,63.15,1.57,3.0,77.6,53.42,54.47,73.98,10.32,61.44
20.03,56.46,95.24,12.0,62.41,70.68,19.78,25.95,8.91,37.08
41.5,20.14,30.9,13.0,58.51,89.36,94.64,68.24,44.41,50.14
91.94,33.39,55.82,13.0,76.72,64.62,29.33,92.95,68.42,32.37
5.23,14.06,17.35,8.0,77.62,41.78,4.86,6.21,62.44,88.5
5.94,12.06,58.84,35.0,4.2,61.9,61.35,58.94,2.31,1.84
39.74,84.78,81.33,42.0,39.24,52.6,10.96,74.8,38.38,12.47
62.53,50.26,71.47,43.0,30.85,53.76,76.44,85.64,1.99,95.44
37.23,52.12,25.3,11.0,25.95,9.9,71.69,2.14,20.35,14.74
56.49,19.64,87.73,8.0,1.9,66.84,55.03,49.01,5.29,88.0
8.47,51.29,68.31,24.0,80.24,20.58,32.01,37.75,77.94,37.65
53.14,17.51,59.43,23.0,13.46,93.29,44.29,14.78,96.98,33.81
65.42,36.61,60.52,36.0,11.77,94.21,43.26,61.28,46.41,91.17
57.43,72.77,0.14,9.0,54.34,61.58,74.76,26.8,85.51,70.56
45.23,72.53,66.36,10.0,65.2,89.67,81.52,63.07,7.39,81.04
65.35,73.13,99.76,29.0,59.18,19.88,35.49,13.07,70.27,40.65
42.77,78.11,69.54,36.0,53.1,35.53,54.65,77.58,91.45,82.34
83.05,93.17,70.1,40.0,9.4,94.41,73.41,44.13,64.93,71.18
76.84,97.98,84.73,20.0,37.7,34.76,21.19,96.66,28.66,35.41
96.12,79.34,60.66,12.0,77.03,35.54,72.48,88.81,92.87,54.61
65.92,59.5,4.28,30.0,56.09,49.82,73.56,10.43,11.71,47.82
74.86,37.59,23.65,39.0,19.87,14.8,57.41,5.78,3.11,48.32
59.45,71.69,37.22,33.0,70.45,22.59,29.25,91.05,86.76,7.37
2.37,94.84,72.02,16.0,97.26,11.18,92.62,16.29,5.1,49.99
52.43,63.95,61.71,34.0,23.07,52.77,92.87,0.84,63.53,34.49
89.32,9.73,3.25,11.0,83.67,12.04,62.64,35.38,58.07,39.29
32.37,12.13,89.72,33.0,16.64,92.22,10.5,86.31,72.04,57.8
43.14,93.5,3.07,44.0,65.34,46.13,61.12,67.46,26.04,29.33
93.75,43.24,31.59,6.0,52.53,64.26,29.87,83.55,82.72,25.71
74.66,56.95,53.19,25.0,1.71,81.25,28.35,94.95,87.56,74.19
26.15,91.66,64.88,41.0,28.59,98.49,24.65,72.23,88.27,56.61
54.91,36.43,35.48,23.0,16.26,54.91,52.62,43.68,27.65,33.77
47.05,82.66,0.18,14.0,4.68,94.47,49.89,9.17,97.39,19.68
65.89,64.23,46.85,10.0,92.15,91.19,81.74,81.94,2.3,61.94
47.33,71.9,32.53,9.0,69.27,42.98,5.86,58.88,66.53,47.72
20.31,11.47,84.21,49.0,37.54,85.29,42.53,48.41,56.72,77.16
24.25,33.13,38.04,7.0,11.02,66.9,55.92,84.06,13.9,86.91
80.56,67.69,19.18,29.0,32.08,16.65,95.57,44.09,11.75,79.02
6.11,33.67,80.71,48.0,32.82,1.58,41.39,39.5,53.72,96.45
56.76,93.07,12.77,44.0,23.5,57.24,18.04,30.78,26.03,91.79
22.1,26.85,33.55,3.0,26.24,23.05,26.86,32.93,31.07,98.26
59.26,82.83,24.91,35.0,81.91,42.84,42.22,62.6,11.28,71.46
12.89,82.53,24.52,27.0,19.82,89.55,86.69,8.83,65.18,55.12
73.25,89.8,94.38,24.0,84.48,71.64,65.83,9.52,75.02,21.2
63.68,87.15,52.79,7.0,89.35,7.25,3.14,39.15,98.91,95.42
74.93,51.1,13.06,26.0,96.02,19.02,47.38,82.22,72.32,36.38
54.71,63.62,22.97,4.0,94.49,39.45,71.96,40.78,76.25,34.52
47.31,44.98,62.46,1.0,27.51,17.78,44.65,34.87,31.35,6.0
26.89,40.42,14.29,27.0,56.02,17.86,61.89,81.8,28.55,56.45
20.22,73.35,25.57,9.0,40.33,70.73,55.43,87.5,31.69,94.84
21.31,1.55,97.53,28.0,32.85,48.96,58.87,74.79,48.81,8.82
0.55,54.88,52.51,38.0,87.19,79.41,49.75,1.78,11.86,74.31
26.03,19.61,98.88,1.0,14.33,12.48,80.91,97.13,43.67,82.77
60.64,51.0,84.13,13.0,12.13,24.68,31.3,30.71,90.85,20.85
90.79,25.88,52.82,13.0,40.98,69.63,45.21,22.83,56.72,33.8
48.0,90.15,36.43,31.0,44.88,1.11,96.77,3.71,3.89,9.04
11.89,64.32,0.8,16.0,30.99,46.37,67.07,13.12,48.01,45.08
3.42,81.64,48.36,14.0,67.77,10.47,36.45,35.55,20.47,17.04
72.15,10.85,55.77,38.0,45.19,43.39,54.57,20.6,70.9,34.07
30.53,54.08,78.9,16.0,95.64,96.24,61.83,71.31,29.14,20.31
61.26,8.17,52.2,7.0,28.58,85.58,15.26,41.69,80.25,65.73
10.17,39.95,34.26,43.0,41.23,49.79,89.7,69.61,54.4,81.2
86.66,39.65,58.72,49.0,13.89,83.33,91.01,44.46,45.83,15.85
91.6,68.54,59.57,15.0,11.12,47.84,48.2,27.85,63.91,32.35
84.07,42.63,45.31,6.0,44.9,37.53,80.36,6.5,56.35,64.74
71.33,46.59,82.12,14.0,33.01,18.87,66.15,16.41,86.17,50.81
61.1,63.95,45.18,8.0,95.0,77.89,30.54,53.25,63.02,2.56
21.52,63.75,94.19,26.0,58.42,49.39,76.25,90.83,89.64,9.13
94.34,74.25,68.58,23.0,61.85,97.17,1.43,94.66,61.37,56.44
24.94,36.38,17.92,15.0,99.86,54.34,9.63,79.62,83.99,94.5
23.44,66.07,53.24,46.0,36.45,52.08,17.31,13.06,65.26,26.83
20.91,36.89,47.56,2.0,41.04,82.15,63.63,58.92,87.14,65.92
86.5,83.38,2.48,47.0,5.26,76.23,32.13,51.03,7.72,87.34
47.34,66.71,85.97,27.0,79.66,66.9,81.19,2.56,84.77,17.83
25.15,15.62,22.91,42.0,81.13,91.04,68.44,60.75,18.22,3.28
76.86,26.93,97.51,13.0,85.95,76.27,76.48,3.55,53.81,3.01
84.19,57.03,23.07,34.0,55.21,61.91,82.07,52.78,4.62,81.17
96.11,71.51,73.87,26.0,97.39,78.44,71.44,54.4,72.19,31.81
44.35,12.8,74.66,18.0,77.01,89.25,48.49,61.49,8.17,36.78
2.61,86.24,76.45,18.0,21.9,90.58,84.86,90.51,17.27,78.76
76.43,24.18,6.11,27.0,74.64,3.04,15.56,88.65,45.61,97.29
74.93,96.79,97.04,41.0,80.96,25.05,66.83,68.38,71.53,52.46
10.0,23.23,74.21,13.0,2.37,20.91,62.95,30.85,40.25,1.84
91.84,79.03,98.51,43.0,94.55,76.68,87.4,26.53,41.96,60.23
33.89,67.08,73.17,22.0,21.08,46.21,97.37,97.98,23.88,92.07
